,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.05,0.42,1.24,5.9,3.78,4.14,0.53,0.95,1.24,0.71,1.32,1.45,1.62
Expenses,0.07,0.3,0.96,5.22,3.07,3.86,1.47,0.85,1.15,0.68,1.11,1.38,1.50
Operating Profit,-0.02,0.12,0.28,0.68,0.71,0.28,-0.94,0.1,0.09,0.03,0.21,0.07,0.12
OPM %,-40.00,28.57,22.58,11.53,18.78,6.76,-177.36,10.53,7.26,4.23,15.91,4.83,7.41
Other Income,0.05,0.05,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.02,0.0,0.0,0.00
Interest,0.00,0.0,0.0,0.01,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.00,0.07,0.04,0.09,0.21,0.15,0.1,0.06,0.06,0.0,0.0,0.0,0.00
Profit before tax,0.03,0.1,0.24,0.58,0.46,0.1,0.06,0.04,0.03,0.05,0.21,0.07,0.12
Tax %,33.33,30.0,33.33,29.31,30.43,30.0,33.33,0.0,0.0,0.0,14.29,0.0,
Net Profit,0.02,0.07,0.15,0.4,0.33,0.07,0.04,0.03,0.02,0.05,0.18,0.07,0.11
EPS in Rs,,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
