,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,6279.0,5167.0,6704.0,7622.0,6809.0,6396.0,8358.0,10146.0,8056.0,6336.0,10461.0,12910.0,14634
Expenses,5282.0,4419.0,5783.0,6232.0,5397.0,5276.0,6635.0,8098.0,6984.0,5504.0,8478.0,11174.0,12540
Operating Profit,997.0,748.0,921.0,1390.0,1413.0,1121.0,1723.0,2048.0,1072.0,832.0,1983.0,1737.0,2094
OPM %,16.0,14.0,14.0,18.0,21.0,18.0,21.0,20.0,13.0,13.0,19.0,13.0,14
Other Income,91.0,94.0,298.0,226.0,148.0,391.0,46.0,199.0,109.0,-138.0,288.0,124.0,171
Interest,186.0,167.0,169.0,136.0,116.0,100.0,107.0,127.0,171.0,108.0,160.0,299.0,445
Depreciation,302.0,320.0,357.0,362.0,453.0,452.0,467.0,521.0,548.0,612.0,730.0,736.0,784
Profit before tax,600.0,355.0,693.0,1118.0,992.0,960.0,1196.0,1599.0,462.0,-25.0,1381.0,827.0,1036
Tax %,30.0,43.0,30.0,32.0,32.0,26.0,37.0,35.0,24.0,-399.0,22.0,39.0,
Net Profit,420.0,202.0,482.0,760.0,675.0,711.0,754.0,1033.0,349.0,-127.0,1077.0,508.0,635
EPS in Rs,8.87,5.32,10.71,16.38,14.57,15.13,16.38,22.17,7.51,-2.71,23.23,11.35,14.36
