,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,82.0,106.0,141.0,140.0,161.0,163.0,198.0,249.0,309.0,322.0,299.0,354.0,354
Expenses,56.0,77.0,104.0,120.0,137.0,159.0,185.0,228.0,260.0,253.0,254.0,301.0,318
Operating Profit,26.0,29.0,37.0,20.0,24.0,4.0,13.0,21.0,50.0,69.0,45.0,53.0,36
OPM %,31.0,28.0,26.0,14.0,15.0,2.0,7.0,8.0,16.0,22.0,15.0,15.0,10
Other Income,-0.0,15.0,4.0,3.0,5.0,3.0,2.0,0.0,3.0,-0.0,11.0,4.0,4
Interest,1.0,2.0,9.0,7.0,7.0,6.0,7.0,11.0,12.0,16.0,10.0,12.0,12
Depreciation,2.0,3.0,4.0,10.0,10.0,9.0,10.0,10.0,9.0,12.0,12.0,14.0,14
Profit before tax,23.0,39.0,29.0,6.0,12.0,-8.0,-2.0,0.0,32.0,41.0,33.0,31.0,14
Tax %,18.0,22.0,29.0,30.0,21.0,83.0,115.0,-46.0,42.0,20.0,10.0,12.0,
Net Profit,19.0,30.0,20.0,4.0,10.0,-1.0,0.0,1.0,19.0,33.0,30.0,27.0,12
EPS in Rs,5.1,8.25,5.56,1.09,2.61,-0.36,0.07,0.16,5.05,8.97,8.11,7.26,3.08
