,Mar 2009,Mar 2010,Mar 2011,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,84.0,74.0,95.0,60.0,47.0,64.0,114.0,115.0,112.0,80.0,120.0,181.0,169
Expenses,51.0,35.0,42.0,47.0,40.0,48.0,78.0,96.0,98.0,81.0,92.0,122.0,120
Operating Profit,32.0,39.0,53.0,13.0,7.0,16.0,36.0,19.0,13.0,-2.0,28.0,59.0,49
OPM %,39.0,53.0,56.0,21.0,16.0,25.0,32.0,17.0,12.0,-2.0,23.0,32.0,29
Other Income,1.0,1.0,-1.0,2.0,6.0,3.0,4.0,3.0,4.0,-30.0,-42.0,6.0,5
Interest,1.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3
Depreciation,2.0,2.0,7.0,8.0,7.0,13.0,14.0,19.0,21.0,19.0,19.0,37.0,42
Profit before tax,31.0,38.0,45.0,5.0,5.0,5.0,24.0,0.0,-7.0,-54.0,-36.0,25.0,9
Tax %,-1.0,13.0,-1.0,11.0,6.0,-41.0,28.0,1108.0,23.0,5.0,-11.0,40.0,
Net Profit,31.0,33.0,46.0,4.0,2.0,6.0,17.0,-4.0,-5.0,-52.0,-40.0,15.0,1
EPS in Rs,10.4,10.97,15.42,1.43,0.73,2.11,5.5,1.73,0.61,-13.75,4.28,5.05,0.42
