,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,23.58,31.56,39.8,33.76,33.89,25.5,23.77,21.16,17.98,14.34,9.17,13.42,13.91
Expenses,20.13,27.58,35.21,30.36,30.58,23.27,21.38,20.03,17.16,16.22,9.52,12.15,12.84
Operating Profit,3.45,3.98,4.59,3.4,3.31,2.23,2.39,1.13,0.82,-1.88,-0.35,1.27,1.07
OPM %,14.63,12.61,11.53,10.07,9.77,8.75,10.05,5.34,4.56,-13.11,-3.82,9.46,7.69
Other Income,0.2,0.4,0.57,0.09,-0.14,0.03,0.08,0.07,0.27,0.25,0.25,0.41,0.26
Interest,1.71,2.01,2.15,1.49,1.24,1.06,1.14,1.43,1.87,1.28,1.28,1.69,1.65
Depreciation,1.43,1.47,1.53,1.06,1.02,1.01,1.0,0.99,0.96,0.96,0.94,0.85,0.76
Profit before tax,0.51,0.9,1.48,0.94,0.91,0.19,0.33,-1.22,-1.74,-3.87,-2.32,-0.86,-1.08
Tax %,19.61,18.89,18.92,19.15,20.88,94.74,-275.76,26.23,26.44,19.9,0.86,9.3,
Net Profit,0.42,0.73,1.2,0.76,0.72,0.0,1.23,-0.9,-1.28,-3.1,-2.31,-0.78,-0.74
EPS in Rs,0.16,0.28,0.46,0.29,0.28,0.0,0.47,-0.35,-0.49,-1.19,-0.89,-0.3,-0.28
