,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,535.0,588.0,753.0,800.0,710.0,666.0,650.0,694.0,609.0,537.0,650.0,766.0,727
Expenses,477.0,529.0,665.0,718.0,639.0,625.0,604.0,635.0,563.0,488.0,593.0,709.0,670
Operating Profit,58.0,58.0,88.0,82.0,71.0,41.0,45.0,59.0,46.0,49.0,58.0,57.0,57
OPM %,11.0,10.0,12.0,10.0,10.0,6.0,7.0,9.0,8.0,9.0,9.0,7.0,8
Other Income,5.0,5.0,5.0,8.0,11.0,11.0,15.0,7.0,13.0,8.0,9.0,11.0,5
Interest,17.0,19.0,25.0,21.0,22.0,21.0,20.0,19.0,17.0,11.0,10.0,14.0,15
Depreciation,10.0,12.0,14.0,14.0,15.0,16.0,16.0,15.0,15.0,15.0,14.0,16.0,17
Profit before tax,35.0,33.0,54.0,55.0,45.0,16.0,25.0,32.0,27.0,30.0,42.0,37.0,30
Tax %,31.0,32.0,31.0,35.0,38.0,47.0,29.0,34.0,2.0,19.0,26.0,25.0,
Net Profit,25.0,22.0,37.0,36.0,28.0,8.0,18.0,21.0,26.0,28.0,36.0,30.0,26
EPS in Rs,22.53,20.24,33.63,32.37,25.32,7.59,15.99,18.96,23.8,25.38,32.24,24.04,20.57
