,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,519.0,512.0,732.0,553.0,657.0,821.0,716.0,855.0,701.0,742.0,1158.0,1380.0,1179
Expenses,493.0,489.0,690.0,523.0,618.0,733.0,650.0,794.0,649.0,673.0,1084.0,1259.0,1091
Operating Profit,26.0,23.0,42.0,31.0,38.0,87.0,65.0,61.0,51.0,69.0,74.0,121.0,88
OPM %,5.0,5.0,6.0,6.0,6.0,11.0,9.0,7.0,7.0,9.0,6.0,9.0,7
Other Income,6.0,5.0,4.0,3.0,4.0,6.0,6.0,12.0,16.0,9.0,10.0,8.0,8
Interest,11.0,13.0,26.0,32.0,38.0,42.0,44.0,46.0,46.0,46.0,44.0,48.0,51
Depreciation,7.0,8.0,10.0,13.0,15.0,15.0,16.0,19.0,20.0,19.0,17.0,25.0,29
Profit before tax,15.0,8.0,9.0,-11.0,-10.0,36.0,11.0,9.0,2.0,13.0,23.0,57.0,16
Tax %,31.0,25.0,35.0,34.0,32.0,34.0,41.0,41.0,44.0,39.0,39.0,26.0,
Net Profit,10.0,5.0,5.0,-8.0,-7.0,24.0,6.0,5.0,1.0,8.0,14.0,42.0,13
EPS in Rs,0.7,0.34,0.39,-0.61,-0.57,1.76,0.41,0.34,0.03,0.53,1.06,3.07,0.89
