,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,10.57,6.58,8.37,7.46,2.33,0.16,0.0,0.00,0.00,0.00,0.0,0.0,3.99
Expenses,11.69,7.9,8.75,7.08,2.57,0.4,0.35000000000000003,0.21,0.19,0.19,0.14,0.13,0.15
Operating Profit,-1.12,-1.32,-0.38,0.38,-0.24,-0.24,-0.35000000000000003,-0.21,-0.19,-0.19,-0.14,-0.13,3.84
OPM %,-10.6,-20.06,-4.54,5.09,-10.3,-150.0,,,,,,-8.33,96.24
Other Income,0.1,10.46,9.29,1.27,0.64,-1.43,0.64,0.14,5.31,0.12,0.14,0.12,0.11
Interest,7.73,3.3,2.52,2.0,0.58,0.34,0.29,0.13,0.00,0.00,0.0,0.0,0.00
Depreciation,3.4,3.76,1.87,2.37,0.46,0.0,0.0,0.00,0.00,0.00,0.0,0.0,0.00
Profit before tax,-12.15,2.08,4.52,-2.72,-0.64,-2.01,0.0,-0.20,5.12,-0.07,0.0,-0.01,3.95
Tax %,0.0,0.0,0.0,0.0,-353.12,0.0,,0.00,0.00,0.00,,0.0,
Net Profit,-12.14,2.08,4.51,-2.73,-2.9,-2.01,0.0,-0.20,5.12,-0.07,0.0,-0.01,3.95
EPS in Rs,-7.78,1.33,2.89,-1.75,-1.86,-1.29,0.0,-0.13,3.28,-0.04,0.0,-0.01,2.53
