,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1958.0,2167.0,2509.0,2688.0,3060.0,3014.0,4634.0,6166.0,3556.0,3249.0,2802.0,2262.0,2036
Expenses,1430.0,1587.0,1885.0,1955.0,2035.0,2046.0,3310.0,4112.0,1438.0,1200.0,1145.0,1255.0,1352
Operating Profit,528.0,580.0,624.0,733.0,1025.0,968.0,1324.0,2055.0,2119.0,2050.0,1657.0,1006.0,685
OPM %,27.0,27.0,25.0,27.0,34.0,32.0,29.0,33.0,60.0,63.0,59.0,44.0,34
Other Income,58.0,110.0,-52.0,63.0,64.0,61.0,46.0,-1521.0,-1915.0,-797.0,-2643.0,-1967.0,-1875
Interest,197.0,128.0,133.0,175.0,209.0,229.0,396.0,629.0,565.0,418.0,325.0,278.0,263
Depreciation,522.0,628.0,597.0,614.0,591.0,691.0,1072.0,1441.0,1426.0,1532.0,1071.0,849.0,643
Profit before tax,-133.0,-66.0,-158.0,7.0,290.0,109.0,-98.0,-1536.0,-1787.0,-698.0,-2381.0,-2088.0,-2096
Tax %,0.0,-0.0,-0.0,57.0,-139.0,25.0,13.0,24.0,7.0,-71.0,22.0,19.0,
Net Profit,-133.0,-66.0,-158.0,3.0,692.0,82.0,-85.0,-1163.0,-1655.0,-1190.0,-1867.0,-1684.0,-1698
EPS in Rs,-1.25,-0.62,-1.48,0.03,6.5,0.86,-0.41,-6.22,-8.9,-6.4,-9.95,-9.14,-9.22
