,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,394.0,466.0,1441.0,1639.0,1769.0,1817.0,1614.0,1977.0,1936.0,1040.0,1460.0,2616.0,3099
Expenses,184.0,202.0,762.0,877.0,978.0,961.0,830.0,975.0,963.0,539.0,725.0,1096.0,1285
Operating Profit,210.0,263.0,679.0,762.0,790.0,856.0,784.0,1001.0,973.0,501.0,735.0,1520.0,1813
OPM %,53.0,57.0,47.0,47.0,45.0,47.0,49.0,51.0,50.0,48.0,50.0,58.0,59
Other Income,46.0,51.0,47.0,-63.0,-11.0,39.0,50.0,125.0,60.0,86.0,74.0,721.0,169
Interest,95.0,143.0,345.0,396.0,443.0,424.0,349.0,351.0,348.0,348.0,295.0,342.0,376
Depreciation,56.0,47.0,105.0,168.0,177.0,195.0,198.0,204.0,208.0,209.0,186.0,228.0,251
Profit before tax,105.0,124.0,275.0,136.0,159.0,276.0,287.0,572.0,478.0,29.0,328.0,1671.0,1356
Tax %,18.0,34.0,33.0,36.0,48.0,31.0,26.0,19.0,26.0,-16.0,24.0,12.0,
Net Profit,96.0,82.0,182.0,91.0,84.0,191.0,256.0,497.0,388.0,48.0,268.0,1478.0,1100
EPS in Rs,7.29,5.81,8.87,2.44,8.43,10.97,15.83,27.47,21.81,3.35,13.3,74.74,51.71
