,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1012.0,1133.0,1583.0,1832.0,1137.0,1344.0,1535.0,1558.0,1798.0,1732.0,1793.0,1858.0,1921
Expenses,852.0,857.0,1282.0,1567.0,1012.0,1143.0,1197.0,1239.0,1352.0,1239.0,1390.0,1537.0,1622
Operating Profit,160.0,275.0,301.0,265.0,125.0,202.0,337.0,319.0,447.0,493.0,403.0,322.0,299
OPM %,16.0,24.0,19.0,14.0,11.0,15.0,22.0,20.0,25.0,28.0,22.0,17.0,16
Other Income,12.0,4.0,3.0,76.0,-13.0,22.0,42.0,-368.0,263.0,196.0,121.0,126.0,150
Interest,52.0,62.0,138.0,159.0,91.0,112.0,153.0,225.0,229.0,38.0,0.0,0.0,0
Depreciation,144.0,162.0,291.0,328.0,259.0,306.0,335.0,352.0,371.0,371.0,368.0,357.0,359
Profit before tax,-24.0,55.0,-124.0,-147.0,-238.0,-194.0,-108.0,-627.0,110.0,279.0,156.0,90.0,89
Tax %,-65.0,32.0,-13.0,-19.0,0.0,0.0,0.0,70.0,4.0,9.0,17.0,28.0,
Net Profit,-39.0,41.0,-120.0,-167.0,-238.0,-193.0,-108.0,-188.0,105.0,253.0,130.0,65.0,57
EPS in Rs,-0.69,0.22,-1.46,-2.17,-2.86,-2.32,-1.19,-1.06,0.59,1.43,0.73,0.37,0.32
