,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,333.0,336.0,484.0,526.0,454.0,497.0,546.0,602.0,652.0,458.0,488.0,654.0,640
Expenses,303.0,309.0,443.0,482.0,411.0,457.0,505.0,561.0,592.0,407.0,443.0,593.0,582
Operating Profit,29.0,27.0,41.0,44.0,43.0,40.0,40.0,41.0,60.0,51.0,45.0,62.0,58
OPM %,9.0,8.0,8.0,8.0,9.0,8.0,7.0,7.0,9.0,11.0,9.0,9.0,9
Other Income,-3.0,0.0,0.0,-0.0,-1.0,0.0,-0.0,0.0,5.0,-0.0,-0.0,-0.0,-0
Interest,12.0,12.0,16.0,16.0,16.0,16.0,16.0,15.0,14.0,14.0,12.0,12.0,14
Depreciation,7.0,8.0,11.0,12.0,14.0,14.0,13.0,13.0,33.0,34.0,29.0,32.0,33
Profit before tax,7.0,7.0,14.0,15.0,12.0,10.0,11.0,13.0,17.0,2.0,4.0,18.0,11
Tax %,-6.0,-2.0,5.0,-14.0,18.0,36.0,39.0,49.0,39.0,89.0,44.0,28.0,
Net Profit,8.0,7.0,13.0,17.0,10.0,7.0,7.0,7.0,11.0,0.0,2.0,13.0,8
EPS in Rs,4.48,4.21,7.86,10.01,5.99,3.84,3.87,4.01,6.21,0.15,1.31,7.58,4.44
