,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Revenue,15.0,26.0,61.0,118.0,199.0,244.0,287.0,530.0,767.0,776.0,942.0,1184.0,1355
Interest,0.0,9.0,28.0,55.0,95.0,115.0,123.0,190.0,276.0,366.0,357.0,437.0,515
Expenses,16.0,13.0,20.0,37.0,76.0,114.0,181.0,259.0,414.0,460.0,420.0,428.0,797
Financing Profit,-1.0,3.0,13.0,26.0,28.0,15.0,-18.0,81.0,76.0,-49.0,164.0,319.0,42
Financing Margin %,-5.0,12.0,21.0,22.0,14.0,6.0,-6.0,15.0,10.0,-6.0,17.0,27.0,3
Other Income,1.0,0.0,0.0,0.0,1.0,11.0,38.0,67.0,87.0,76.0,94.0,97.0,162
Depreciation,0.0,0.0,0.0,1.0,1.0,2.0,5.0,6.0,10.0,15.0,19.0,43.0,0
Profit before tax,0.0,3.0,13.0,25.0,27.0,24.0,16.0,143.0,154.0,12.0,238.0,373.0,205
Tax %,0.0,32.0,32.0,34.0,0.0,37.0,36.0,37.0,28.0,2.0,139.0,79.0,
Net Profit,0.0,2.0,9.0,17.0,27.0,15.0,10.0,90.0,111.0,12.0,-93.0,78.0,155
EPS in Rs,0.32,0.83,3.3,5.11,7.16,2.36,1.5,11.08,12.81,1.12,-8.76,7.32,14.59
