,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,25.83,53.17,73.29,71.5,59.21,85.44,331.16,235.51,120.59,13.42,7.05,-1.44,4.46
Expenses,20.07,40.37,64.49,35.45,44.58,60.31,269.6,153.5,134.72,5.39,5.51,3.57,3.88
Operating Profit,5.76,12.8,8.8,36.05,14.63,25.13,61.56,82.01,-14.13,8.03,1.54,-5.01,0.58
OPM %,22.3,24.07,12.01,50.42,24.71,29.41,18.59,34.82,-11.72,59.84,21.84,-929.63,13.00
Other Income,0.13,0.58,1.92,0.15,0.16,0.59,-3.03,6.92,6.47,2.61,1.79,2.62,2.63
Interest,3.05,10.1,5.53,9.27,14.43,15.59,41.37,71.14,81.09,16.68,9.87,0.02,0.08
Depreciation,1.9,1.73,1.44,2.46,1.39,1.18,11.17,4.82,6.79,3.65,1.3,0.9,0.83
Profit before tax,0.94,1.55,3.75,24.47,-1.03,8.95,5.99,12.97,-95.54,-9.69,-7.84,-3.31,2.30
Tax %,36.17,-5.81,36.27,23.17,-72.82,61.56,40.57,35.62,2.02,-32.61,50.38,11.78,
Net Profit,0.6,1.64,2.4,18.79,-1.17,3.69,3.42,6.76,-93.12,-12.28,-3.89,-2.92,2.83
EPS in Rs,0.16,0.43,0.59,4.98,-0.33,0.88,0.67,1.38,-24.52,-3.25,-1.03,-0.77,0.75
