,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,996.0,1142.0,1728.0,1814.0,1612.0,1350.0,2348.0,2946.0,2759.0,2548.0,3348.0,3528.0,3726
Expenses,968.0,894.0,1270.0,1504.0,1246.0,1163.0,1555.0,1585.0,1573.0,1483.0,2029.0,1959.0,2084
Operating Profit,28.0,248.0,458.0,310.0,366.0,187.0,793.0,1361.0,1186.0,1066.0,1319.0,1569.0,1642
OPM %,3.0,22.0,26.0,17.0,23.0,14.0,34.0,46.0,43.0,42.0,39.0,44.0,44
Other Income,368.0,64.0,92.0,113.0,85.0,135.0,69.0,35.0,12.0,250.0,211.0,400.0,336
Interest,25.0,19.0,126.0,112.0,88.0,72.0,246.0,362.0,319.0,348.0,338.0,397.0,376
Depreciation,51.0,59.0,112.0,79.0,84.0,90.0,228.0,276.0,289.0,300.0,295.0,306.0,312
Profit before tax,320.0,235.0,312.0,233.0,280.0,159.0,388.0,757.0,590.0,668.0,896.0,1266.0,1290
Tax %,21.0,27.0,11.0,10.0,-6.0,42.0,28.0,55.0,10.0,18.0,36.0,3.0,
Net Profit,252.0,171.0,276.0,209.0,297.0,93.0,278.0,339.0,531.0,551.0,573.0,1222.0,1240
EPS in Rs,15.91,10.66,15.67,11.54,15.88,4.87,13.33,15.47,22.44,27.06,35.68,63.93,62.10
