,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.09,0.18,0.52,0.76,0.92,0.97,1.12,4.18,0.81,1.77,0.36,0.26,0.25
Expenses,0.23,0.17,0.52,0.75,0.91,0.94,1.13,4.17,1.13,1.84,0.35,0.25,0.19
Operating Profit,-0.14,0.01,0.00,0.01,0.01,0.03,-0.01,0.01,-0.32,-0.07,0.01,0.01,0.06
OPM %,-155.56,5.56,0.00,1.32,1.09,3.09,-0.89,0.24,-39.51,-3.95,2.78,3.85,24.00
Other Income,0.0,-0.01,0.00,0.0,0.01,0.0,0.03,0.01,0.31,0.15,0.01,0.02,0.01
Interest,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.00
Depreciation,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.00
Profit before tax,-0.14,0.00,0.00,0.01,0.02,0.03,0.02,0.02,-0.01,0.00,0.02,0.03,0.07
Tax %,0.0,,,0.0,50.0,33.33,50.0,50.0,0.0,,0.0,33.33,
Net Profit,-0.14,0.00,0.00,0.01,0.02,0.02,0.01,0.01,-0.01,0.00,0.02,0.02,0.05
EPS in Rs,-0.89,0.00,0.00,0.06,0.13,0.13,0.06,0.06,-0.06,0.00,0.13,0.13,0.31
