,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2545.0,2907.0,2790.0,3401.0,4362.0,4010.0,4854.0,5259.0,5802.0,6606.0,7991.0,9720.0,10729
Expenses,2031.0,2348.0,2437.0,2948.0,3816.0,3284.0,4064.0,4420.0,4556.0,5022.0,6478.0,8393.0,9258
Operating Profit,514.0,559.0,353.0,453.0,546.0,726.0,789.0,839.0,1246.0,1585.0,1513.0,1327.0,1472
OPM %,20.0,19.0,13.0,13.0,13.0,18.0,16.0,16.0,21.0,24.0,19.0,14.0,14
Other Income,38.0,47.0,48.0,67.0,50.0,79.0,110.0,76.0,53.0,67.0,112.0,75.0,103
Interest,144.0,140.0,153.0,229.0,305.0,303.0,284.0,261.0,276.0,253.0,270.0,312.0,404
Depreciation,126.0,129.0,134.0,146.0,197.0,217.0,231.0,241.0,288.0,306.0,342.0,458.0,518
Profit before tax,283.0,338.0,114.0,144.0,94.0,286.0,383.0,412.0,734.0,1093.0,1013.0,631.0,652
Tax %,38.0,32.0,34.0,2.0,41.0,40.0,25.0,36.0,34.0,36.0,33.0,34.0,
Net Profit,175.0,230.0,75.0,142.0,55.0,172.0,286.0,264.0,483.0,703.0,679.0,419.0,439
EPS in Rs,24.96,33.0,11.03,20.54,8.27,25.42,41.41,34.99,63.73,91.85,88.93,55.18,57.47
