,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1984.0,2255.0,3882.0,4172.0,27.0,22.0,970.0,762.0,70.0,182.0,264.0,232.0,259
Expenses,1900.0,2184.0,3739.0,4169.0,8.0,21.0,943.0,737.0,148.0,71.0,201.0,231.0,238
Operating Profit,84.0,71.0,142.0,3.0,19.0,1.0,27.0,25.0,-78.0,111.0,63.0,1.0,22
OPM %,4.0,3.0,4.0,0.0,72.0,3.0,3.0,3.0,-112.0,61.0,24.0,0.0,8
Other Income,24.0,125.0,60.0,39.0,-208.0,497.0,54.0,31.0,42.0,198.0,416.0,744.0,347
Interest,41.0,33.0,60.0,100.0,0.0,0.0,2.0,23.0,7.0,5.0,5.0,6.0,6
Depreciation,33.0,33.0,44.0,74.0,0.0,0.0,2.0,4.0,28.0,26.0,23.0,22.0,23
Profit before tax,33.0,130.0,99.0,-132.0,-189.0,497.0,78.0,29.0,-71.0,279.0,450.0,718.0,340
Tax %,29.0,13.0,21.0,-22.0,-2.0,-11.0,34.0,-10.0,20.0,16.0,20.0,25.0,
Net Profit,24.0,114.0,78.0,-161.0,-192.0,551.0,52.0,32.0,-57.0,233.0,360.0,542.0,266
EPS in Rs,8.9,28.72,22.69,-28.92,-35.75,171.17,14.96,9.41,-15.64,66.36,102.6,154.99,76.33
