,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,266.0,323.0,273.0,226.0,170.0,127.0,83.0,38.0,26.0,13.0,15.0,5.0,7
Expenses,249.0,294.0,271.0,235.0,166.0,121.0,78.0,46.0,28.0,18.0,19.0,10.0,12
Operating Profit,17.0,29.0,2.0,-10.0,4.0,6.0,5.0,-8.0,-2.0,-5.0,-5.0,-5.0,-5
OPM %,6.0,9.0,1.0,-4.0,2.0,5.0,6.0,-21.0,-7.0,-41.0,-33.0,-96.0,-67
Other Income,16.0,12.0,17.0,7.0,8.0,7.0,9.0,8.0,10.0,-2.0,9.0,181.0,138
Interest,24.0,24.0,24.0,23.0,23.0,15.0,13.0,13.0,13.0,14.0,19.0,8.0,1
Depreciation,17.0,16.0,13.0,18.0,7.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,0
Profit before tax,-8.0,1.0,-18.0,-44.0,-18.0,-6.0,-3.0,-16.0,-7.0,-23.0,-15.0,167.0,131
Tax %,5.0,275.0,25.0,23.0,20.0,-33.0,-139.0,-6.0,16.0,5.0,-7.0,1.0,
Net Profit,-7.0,-2.0,-13.0,-34.0,-14.0,-8.0,-8.0,-17.0,-6.0,-21.0,-16.0,165.0,130
EPS in Rs,-2.26,-0.5,-4.04,-10.17,-4.31,-2.52,-2.49,-5.2,-1.78,-6.51,-4.99,50.09,39.25
