,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,212.75,119.06,140.15,130.34,138.42,109.71,118.99,118.5,122.91,105.93,89.74,57.62,15.54
Expenses,196.05,97.93,109.56,114.79,132.85,129.32,123.76,135.77,148.27,100.51,93.72,83.15,49.36
Operating Profit,16.7,21.13,30.59,15.55,5.57,-19.61,-4.77,-17.27,-25.36,5.42,-3.98,-25.53,-33.82
OPM %,7.85,17.75,21.83,11.93,4.02,-17.87,-4.01,-14.57,-20.63,5.12,-4.44,-44.31,-217.63
Other Income,2.63,2.77,1.78,1.06,4.65,1.85,1.38,1.01,1.74,22.26,13.86,51.63,53.68
Interest,0.89,0.13,0.35,0.32,0.76,2.32,3.75,4.04,5.33,4.89,2.53,1.91,0.71
Depreciation,9.54,4.97,4.95,5.0,3.32,3.62,3.64,3.47,2.73,2.48,1.99,1.55,0.99
Profit before tax,8.9,18.8,27.07,11.29,6.14,-23.7,-10.78,-23.77,-31.68,20.31,5.36,22.64,18.16
Tax %,33.03,26.97,25.23,-10.63,25.41,31.31,26.81,33.02,23.71,-59.68,-32.46,121.91,
Net Profit,5.96,13.73,20.25,12.5,4.58,-16.28,-7.89,-15.92,-24.17,32.43,7.1,-4.96,-9.43
EPS in Rs,3.27,11.44,16.88,10.42,3.82,-13.57,-6.58,-13.27,-20.14,27.02,5.92,-4.13,-7.86
