,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,780.0,761.0,842.0,827.0,855.0,1033.0,1355.0,1732.0,1006.0,504.0,349.0,392.0,333
Expenses,701.0,672.0,755.0,743.0,753.0,883.0,1182.0,1559.0,1028.0,513.0,388.0,374.0,326
Operating Profit,79.0,89.0,87.0,84.0,102.0,149.0,173.0,173.0,-22.0,-9.0,-39.0,18.0,6
OPM %,10.0,12.0,10.0,10.0,12.0,14.0,13.0,10.0,-2.0,-2.0,-11.0,5.0,2
Other Income,14.0,17.0,27.0,41.0,15.0,15.0,5.0,6.0,29.0,-939.0,-120.0,-767.0,-772
Interest,43.0,64.0,61.0,57.0,57.0,59.0,62.0,64.0,55.0,139.0,21.0,23.0,37
Depreciation,33.0,38.0,40.0,46.0,34.0,43.0,63.0,72.0,84.0,79.0,71.0,56.0,52
Profit before tax,17.0,4.0,13.0,22.0,26.0,63.0,53.0,43.0,-133.0,-1167.0,-252.0,-828.0,-855
Tax %,7.0,-77.0,-26.0,9.0,28.0,39.0,43.0,44.0,18.0,-0.0,-2.0,-1.0,
Net Profit,16.0,7.0,16.0,20.0,19.0,39.0,34.0,18.0,-122.0,-1166.0,-266.0,-834.0,-856
EPS in Rs,2.81,1.26,1.7,2.94,3.31,7.07,6.13,3.53,-18.29,-198.15,-44.5,-122.41,-160.78
