,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,151.0,174.0,205.0,203.0,237.0,209.0,249.0,270.0,240.0,267.0,418.0,372.0,306
Expenses,132.0,147.0,179.0,183.0,209.0,190.0,226.0,225.0,206.0,222.0,376.0,343.0,282
Operating Profit,18.0,27.0,26.0,20.0,28.0,19.0,24.0,44.0,34.0,45.0,43.0,29.0,25
OPM %,12.0,16.0,13.0,10.0,12.0,9.0,10.0,16.0,14.0,17.0,10.0,8.0,8
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0,1.0,1.0,1.0,10.0,12
Interest,4.0,4.0,4.0,5.0,5.0,4.0,6.0,5.0,4.0,4.0,5.0,6.0,5
Depreciation,3.0,4.0,5.0,5.0,5.0,5.0,6.0,7.0,8.0,8.0,7.0,7.0,7
Profit before tax,11.0,20.0,18.0,10.0,18.0,9.0,11.0,33.0,23.0,34.0,32.0,25.0,25
Tax %,31.0,30.0,33.0,27.0,34.0,29.0,32.0,28.0,15.0,30.0,32.0,18.0,
Net Profit,8.0,14.0,12.0,7.0,12.0,6.0,8.0,24.0,20.0,24.0,22.0,21.0,20
EPS in Rs,14.34,26.34,21.92,13.27,21.99,12.02,14.32,44.71,37.21,44.8,40.36,38.64,36.66
