,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,4.61,1.98,1.07,1.12,1.65,1.92,3.84,3.93,2.52,0.4,-0.00,0.01,0.0
Expenses,2.0,1.55,1.32,1.38,1.72,1.86,2.24,2.28,2.22,0.93,0.59,0.56,0.59
Operating Profit,2.61,0.43,-0.25,-0.26,-0.07,0.06,1.6,1.65,0.3,-0.53,-0.59,-0.55,-0.59
OPM %,56.62,21.72,-23.36,-23.21,-4.24,3.12,41.67,41.98,11.9,-132.5,,-5500.0,
Other Income,0.52,0.65,0.64,0.79,0.72,0.55,0.59,0.5,0.52,0.45,0.32,0.31,0.26
Interest,-0.0,0.01,-0.0,0.04,0.03,0.03,0.01,-0.0,0.03,0.01,0.03,0.05,0.1
Depreciation,0.29,0.28,0.28,0.21,0.19,0.18,0.18,0.18,0.17,0.18,0.15,0.16,0.25
Profit before tax,2.84,0.79,0.11,0.28,0.43,0.4,2.0,1.97,0.62,-0.27,-0.45,-0.45,-0.68
Tax %,34.15,30.38,27.27,39.29,18.6,30.0,27.5,28.93,35.48,7.41,2.22,2.22,
Net Profit,1.87,0.55,0.09,0.16,0.35,0.27,1.44,1.4,0.4,-0.25,-0.44,-0.44,-0.66
EPS in Rs,3.41,1.0,0.16,0.29,0.64,0.49,2.62,2.55,0.73,-0.46,-0.80,-0.8,-1.2
