,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2490.0,1268.0,1575.0,1667.0,1819.0,511.0,661.0,710.0,607.0,443.0,586.0,943.0,898
Expenses,2063.0,1275.0,1529.0,1640.0,1719.0,510.0,549.0,572.0,559.0,477.0,602.0,781.0,718
Operating Profit,427.0,-7.0,46.0,27.0,99.0,1.0,112.0,138.0,48.0,-33.0,-17.0,162.0,180
OPM %,17.0,-1.0,3.0,2.0,5.0,0.0,17.0,19.0,8.0,-8.0,-3.0,17.0,20
Other Income,22.0,17.0,39.0,19.0,17.0,77.0,11.0,34.0,12.0,10.0,9.0,29.0,36
Interest,42.0,19.0,37.0,44.0,51.0,21.0,15.0,10.0,5.0,7.0,5.0,10.0,20
Depreciation,88.0,37.0,47.0,44.0,44.0,25.0,28.0,32.0,33.0,32.0,31.0,33.0,38
Profit before tax,318.0,-45.0,1.0,-42.0,21.0,33.0,80.0,130.0,21.0,-63.0,-44.0,148.0,159
Tax %,33.0,29.0,-190.0,32.0,2.0,-16.0,38.0,22.0,5.0,26.0,34.0,33.0,
Net Profit,212.0,-32.0,4.0,-29.0,21.0,38.0,49.0,102.0,20.0,-47.0,-29.0,99.0,105
EPS in Rs,10.0,-1.52,0.2,-1.35,0.99,1.79,2.32,4.79,0.94,-2.19,-1.36,4.68,4.96
