,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,156.0,179.0,208.0,204.0,210.0,201.0,201.0,231.0,285.0,370.0,421.0,450.0,483
Expenses,136.0,162.0,192.0,188.0,190.0,179.0,182.0,202.0,232.0,302.0,354.0,369.0,386
Operating Profit,20.0,17.0,16.0,16.0,20.0,22.0,19.0,29.0,53.0,68.0,67.0,81.0,97
OPM %,13.0,9.0,8.0,8.0,9.0,11.0,10.0,13.0,19.0,18.0,16.0,18.0,20
Other Income,3.0,11.0,4.0,9.0,4.0,6.0,18.0,14.0,9.0,6.0,9.0,11.0,9
Interest,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2
Depreciation,10.0,7.0,11.0,11.0,12.0,5.0,4.0,4.0,6.0,6.0,9.0,14.0,14
Profit before tax,10.0,17.0,7.0,12.0,11.0,23.0,32.0,38.0,55.0,67.0,65.0,75.0,89
Tax %,41.0,21.0,32.0,24.0,39.0,36.0,44.0,33.0,22.0,25.0,26.0,26.0,
Net Profit,6.0,14.0,5.0,9.0,7.0,15.0,18.0,25.0,43.0,50.0,49.0,56.0,64
EPS in Rs,0.63,1.28,0.51,0.8,0.6,1.38,1.7,2.53,4.27,5.0,4.59,5.1,5.92
