,2011-12-01,2012-12-01,2013-12-01,2014-12-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
Reserves,70.04,71.98,70.91,72.36,60.76,54.24,55.24,52.42,51.65,57.19,63.96,60.04,68.67
Borrowings,11.9,16.15,6.97,9.09,11.2,12.87,11.32,19.11,23.1,22.68,20.04,34.53,33.58
Other Liabilities,15.39,10.2,8.53,11.45,12.97,13.79,12.24,12.52,12.07,11.39,10.92,10.51,15.66
Total Liabilities,104.83,105.83,93.91,100.4,92.43,88.4,86.3,91.55,94.32,98.76,102.42,112.58,125.41
Fixed Assets,54.19,55.29,56.53,58.26,59.45,53.82,58.13,62.96,64.4,66.15,66.84,67.99,68.4
CWIP,0.03,0.07,0.12,0.0,0.0,1.23,1.63,0.01,0.07,0.0,0.0,0.3,0.32
Investments,3.81,3.92,3.69,3.63,5.54,2.62,3.71,4.58,4.15,5.16,5.68,5.3,11.04
Other Assets,46.8,46.55,33.57,38.51,27.44,30.73,22.83,24.0,25.7,27.45,29.9,38.99,45.65
Total Assets,104.83,105.83,93.91,100.4,92.43,88.4,86.3,91.55,94.32,98.76,102.42,112.58,125.41
