,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,242.0,302.0,390.0,143.0,181.0,179.0,216.0,244.0,215.0,77.0,163.0,266.0,168
Expenses,189.0,250.0,324.0,116.0,144.0,144.0,181.0,214.0,182.0,99.0,116.0,188.0,122
Operating Profit,53.0,51.0,66.0,27.0,36.0,35.0,35.0,30.0,33.0,-22.0,47.0,78.0,46
OPM %,22.0,17.0,17.0,19.0,20.0,19.0,16.0,12.0,15.0,-29.0,29.0,29.0,27
Other Income,-1.0,-47.0,13.0,1.0,13.0,7.0,5.0,3.0,-1.0,14.0,43.0,10.0,8
Interest,25.0,23.0,20.0,13.0,15.0,19.0,16.0,19.0,24.0,22.0,20.0,12.0,9
Depreciation,17.0,27.0,28.0,25.0,30.0,26.0,24.0,24.0,31.0,28.0,24.0,20.0,13
Profit before tax,10.0,-45.0,32.0,-10.0,5.0,-4.0,-1.0,-10.0,-22.0,-58.0,46.0,56.0,32
Tax %,25.0,18.0,36.0,32.0,-16.0,13.0,-508.0,-27.0,13.0,10.0,28.0,37.0,
Net Profit,8.0,-37.0,21.0,1.0,10.0,-3.0,-4.0,-13.0,-19.0,-53.0,33.0,35.0,19
EPS in Rs,3.26,-22.13,7.87,1.7,6.65,-1.42,-2.31,-7.65,-10.55,-29.17,18.89,20.05,10.70
