,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,322.0,433.0,323.0,340.0,247.0,317.0,287.0,332.0,352.0,419.0,422.0,609.0,612
Expenses,288.0,399.0,302.0,331.0,229.0,280.0,259.0,309.0,324.0,386.0,373.0,548.0,550
Operating Profit,34.0,34.0,21.0,9.0,18.0,36.0,28.0,23.0,28.0,33.0,50.0,61.0,62
OPM %,11.0,8.0,7.0,3.0,7.0,11.0,10.0,7.0,8.0,8.0,12.0,10.0,10
Other Income,3.0,8.0,9.0,11.0,7.0,-1.0,-5.0,20.0,11.0,10.0,8.0,12.0,14
Interest,5.0,6.0,10.0,5.0,7.0,8.0,6.0,7.0,7.0,5.0,4.0,4.0,4
Depreciation,13.0,17.0,16.0,16.0,15.0,15.0,14.0,13.0,13.0,14.0,14.0,14.0,14
Profit before tax,19.0,19.0,5.0,-0.0,3.0,13.0,3.0,23.0,19.0,23.0,39.0,55.0,58
Tax %,55.0,55.0,39.0,-1200.0,58.0,17.0,82.0,44.0,-2.0,19.0,14.0,24.0,
Net Profit,8.0,9.0,3.0,-5.0,1.0,10.0,0.0,13.0,19.0,19.0,34.0,42.0,39
EPS in Rs,1.01,1.04,0.34,-0.55,0.14,1.26,0.06,1.53,2.34,2.29,4.11,5.06,4.76
