,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.14,69.15,21.43,5.81,11.31,0.86,15.8,4.67,1.84,0.27,0.89,4.43,0.0
Expenses,0.46,68.89,21.51,5.22,10.1,1.17,18.17,5.99,3.47,-0.28,-0.12,4.57,0.33
Operating Profit,-0.32,0.26,-0.08,0.59,1.21,-0.31,-2.37,-1.32,-1.63,0.55,1.01,-0.14,-0.33
OPM %,-228.57,0.38,-0.37,10.15,10.7,-36.05,-15.0,-28.27,-88.59,203.7,113.48,-3.16,
Other Income,0.02,0.11,0.11,0.05,0.03,0.68,4.14,0.0,0.0,0.0,0.0,0.0,0.12
Interest,0.00,0.04,0.00,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0
Profit before tax,-0.30,0.32,0.02,0.63,1.22,0.36,1.76,-1.33,-1.64,0.54,1.0,-0.15,-0.21
Tax %,33.33,31.25,50.00,52.38,3.28,41.67,7.95,69.17,17.68,38.89,23.0,153.33,
Net Profit,-0.21,0.22,0.02,0.3,1.17,0.21,1.62,-0.4,-1.35,0.34,0.78,0.08,-0.11
EPS in Rs,,,,0.75,2.92,0.52,4.05,-1.0,-3.38,0.85,1.95,0.2,-0.28
