,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,27.0,28.0,34.0,34.0,35.0,115.0,112.0,115.0,91.0,88.0,122.0,159.0,160
Expenses,25.0,25.0,27.0,29.0,29.0,87.0,84.0,92.0,78.0,73.0,99.0,124.0,124
Operating Profit,2.0,3.0,7.0,5.0,6.0,28.0,28.0,24.0,13.0,16.0,24.0,35.0,35
OPM %,7.0,11.0,21.0,16.0,17.0,24.0,25.0,21.0,14.0,18.0,19.0,22.0,22
Other Income,3.0,2.0,1.0,3.0,3.0,7.0,7.0,6.0,7.0,8.0,4.0,4.0,5
Interest,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0
Depreciation,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5
Profit before tax,4.0,4.0,7.0,6.0,7.0,30.0,30.0,25.0,15.0,19.0,23.0,34.0,36
Tax %,27.0,35.0,23.0,25.0,19.0,22.0,19.0,19.0,17.0,28.0,19.0,23.0,
Net Profit,3.0,2.0,5.0,5.0,6.0,24.0,24.0,20.0,12.0,14.0,19.0,26.0,27
EPS in Rs,3.31,2.85,6.71,5.79,7.31,29.31,18.4,15.51,9.26,12.49,17.46,24.25,24.46
