,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,228.0,273.0,275.0,271.0,272.0,324.0,347.0,378.0,341.0,233.0,331.0,493.0,468
Expenses,267.0,290.0,283.0,256.0,246.0,253.0,274.0,328.0,293.0,212.0,299.0,412.0,391
Operating Profit,-39.0,-17.0,-8.0,15.0,27.0,71.0,72.0,49.0,48.0,21.0,32.0,80.0,78
OPM %,-17.0,-6.0,-3.0,5.0,10.0,22.0,21.0,13.0,14.0,9.0,10.0,16.0,17
Other Income,11.0,1.0,-2.0,1.0,1.0,2.0,5.0,7.0,7.0,9.0,18.0,9.0,15
Interest,3.0,5.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1
Depreciation,11.0,11.0,11.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5
Profit before tax,-42.0,-32.0,-26.0,8.0,21.0,68.0,72.0,52.0,49.0,25.0,44.0,83.0,87
Tax %,0.0,6.0,15.0,-107.0,20.0,11.0,25.0,-3.0,24.0,30.0,17.0,21.0,
Net Profit,-42.0,-30.0,-22.0,16.0,16.0,60.0,54.0,53.0,37.0,18.0,37.0,66.0,64
EPS in Rs,-27.16,-18.93,-14.15,9.96,10.57,38.67,34.76,34.08,23.88,11.22,23.48,42.07,41.08
