,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,34.26,34.3,38.8,43.36,48.41,44.18,35.68,25.69,38.11,20.99,29.71,47.31,58.62
Expenses,33.69,29.16,32.29,36.58,41.38,39.06,37.73,24.93,36.78,25.98,33.47,43.27,53.67
Operating Profit,0.57,5.14,6.51,6.78,7.03,5.12,-2.05,0.76,1.33,-4.99,-3.76,4.04,4.95
OPM %,1.66,14.99,16.78,15.64,14.52,11.59,-5.75,2.96,3.49,-23.77,-12.66,8.54,8.44
Other Income,-0.22,-0.38,0.25,0.26,0.04,0.34,41.12,0.97,0.2,-0.3,0.23,0.03,1.63
Interest,3.24,2.58,3.44,4.33,4.7,4.57,3.12,1.27,1.45,0.48,0.88,1.12,0.91
Depreciation,0.63,0.46,0.37,0.62,0.26,0.4,0.61,0.39,0.82,1.2,1.94,2.05,2.28
Profit before tax,-3.52,1.72,2.95,2.09,2.11,0.49,35.34,0.07,-0.74,-6.97,-6.35,0.9,3.39
Tax %,-4.83,22.67,-14.92,27.75,34.12,14.29,24.11,-71.43,29.73,26.26,30.39,-30.0,
Net Profit,-3.7,1.33,3.4,1.52,1.38,0.43,26.81,0.12,-0.52,-5.13,-4.42,1.17,3.38
EPS in Rs,-3.2,1.15,2.94,1.31,1.19,0.37,23.17,0.1,-0.45,-4.43,-3.82,1.01,2.92
