,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,104.0,109.0,113.0,118.0,137.0,149.0,153.0,170.0,176.0,140.0,201.0,268.0,294
Expenses,92.0,96.0,102.0,103.0,119.0,126.0,129.0,140.0,129.0,109.0,143.0,192.0,213
Operating Profit,11.0,12.0,11.0,15.0,18.0,23.0,24.0,30.0,47.0,31.0,59.0,76.0,81
OPM %,11.0,11.0,9.0,13.0,13.0,15.0,16.0,18.0,27.0,22.0,29.0,28.0,27
Other Income,2.0,1.0,3.0,0.0,-5.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,4
Interest,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,9.0,7.0,7.0,8.0,7
Depreciation,6.0,5.0,6.0,6.0,9.0,9.0,10.0,11.0,21.0,19.0,20.0,20.0,21
Profit before tax,3.0,4.0,4.0,5.0,-0.0,11.0,13.0,17.0,20.0,6.0,32.0,49.0,57
Tax %,45.0,29.0,35.0,-6.0,104.0,33.0,49.0,32.0,31.0,125.0,25.0,25.0,
Net Profit,2.0,3.0,2.0,6.0,0.0,7.0,7.0,12.0,14.0,-1.0,24.0,37.0,43
EPS in Rs,3.56,6.98,5.17,12.13,0.09,15.62,14.43,25.36,29.11,-3.06,51.28,78.55,91.22
