,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Revenue,2906.0,4175.0,5294.0,6051.0,6586.0,7189.0,7910.0,10429.0,11995.0,12382.0,11419.0,12828.0,14203
Interest,1140.0,1671.0,2281.0,2643.0,2868.0,3186.0,3436.0,4432.0,5391.0,5308.0,4417.0,5094.0,6151
Expenses,789.0,1163.0,1532.0,1972.0,2459.0,3123.0,2547.0,3129.0,4903.0,6046.0,5347.0,4696.0,5341
Financing Profit,977.0,1342.0,1481.0,1435.0,1258.0,880.0,1927.0,2868.0,1702.0,1028.0,1655.0,3038.0,2711
Financing Margin %,34.0,32.0,28.0,24.0,19.0,12.0,24.0,28.0,14.0,8.0,14.0,24.0,19
Other Income,5.0,35.0,7.0,10.0,12.0,12.0,33.0,49.0,47.0,57.0,47.0,-8.0,234
Depreciation,20.0,24.0,26.0,46.0,46.0,54.0,55.0,76.0,147.0,151.0,152.0,226.0,261
Profit before tax,961.0,1353.0,1462.0,1400.0,1224.0,838.0,1905.0,2841.0,1602.0,934.0,1549.0,2804.0,2684
Tax %,33.0,31.0,34.0,34.0,36.0,37.0,36.0,34.0,32.0,16.0,26.0,26.0,
Net Profit,645.0,929.0,965.0,925.0,787.0,530.0,1216.0,1867.0,1086.0,780.0,1150.0,2071.0,1989
EPS in Rs,6.19,8.15,8.39,8.03,6.79,4.5,9.59,14.79,8.7,6.26,9.2,16.77,16.03
