,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,226.0,216.0,228.0,233.0,241.0,251.0,274.0,274.0,252.0,73.0,131.0,256.0,280
Expenses,163.0,158.0,192.0,189.0,170.0,168.0,190.0,191.0,198.0,93.0,124.0,201.0,209
Operating Profit,63.0,58.0,36.0,44.0,71.0,83.0,84.0,82.0,55.0,-20.0,6.0,54.0,71
OPM %,28.0,27.0,16.0,19.0,30.0,33.0,31.0,30.0,22.0,-27.0,5.0,21.0,25
Other Income,50.0,50.0,41.0,31.0,46.0,10.0,31.0,8.0,15.0,-567.0,4.0,2.0,2
Interest,47.0,52.0,73.0,94.0,117.0,99.0,98.0,113.0,125.0,91.0,110.0,118.0,114
Depreciation,11.0,12.0,11.0,27.0,23.0,21.0,20.0,19.0,18.0,17.0,25.0,23.0,22
Profit before tax,54.0,44.0,-8.0,-45.0,-23.0,-27.0,-3.0,-42.0,-74.0,-695.0,-125.0,-85.0,-65
Tax %,35.0,34.0,-183.0,-6.0,114.0,43.0,12.0,22.0,15.0,-0.0,-0.0,-0.0,
Net Profit,36.0,29.0,-24.0,-48.0,3.0,-16.0,-2.0,-33.0,-63.0,-695.0,-125.0,-85.0,-65
EPS in Rs,18.33,15.14,-12.16,-24.77,1.63,-8.02,-1.24,-16.85,-32.45,-357.34,-64.16,-43.6,-33.20
