,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,875.0,1081.0,1133.0,1202.0,1333.0,698.0,815.0,1180.0,1104.0,1235.0,1270.0,1343.0,1543
Expenses,757.0,906.0,956.0,1100.0,1169.0,738.0,942.0,1254.0,1153.0,1144.0,1198.0,1389.0,1533
Operating Profit,118.0,174.0,178.0,101.0,164.0,-41.0,-128.0,-74.0,-49.0,91.0,72.0,-46.0,11
OPM %,14.0,16.0,16.0,8.0,12.0,-6.0,-16.0,-6.0,-4.0,7.0,6.0,-3.0,1
Other Income,10.0,13.0,83.0,20.0,15.0,184.0,2735.0,91.0,91.0,50.0,47.0,-0.0,2
Interest,4.0,3.0,3.0,3.0,3.0,3.0,8.0,8.0,8.0,5.0,6.0,17.0,22
Depreciation,30.0,38.0,46.0,41.0,39.0,44.0,51.0,67.0,82.0,84.0,91.0,113.0,119
Profit before tax,94.0,146.0,212.0,77.0,137.0,97.0,2548.0,-58.0,-48.0,51.0,22.0,-176.0,-128
Tax %,24.0,22.0,20.0,3.0,21.0,-12.0,0.0,59.0,-25.0,33.0,-50.0,-15.0,
Net Profit,71.0,113.0,169.0,75.0,108.0,109.0,2545.0,-24.0,-60.0,34.0,33.0,-202.0,-133
EPS in Rs,7.89,12.52,18.68,8.31,11.9,11.96,361.82,-3.38,-8.55,4.87,4.7,-28.72,-18.95
