,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,33.27,33.0,28.85,25.71,24.67,23.56,20.92,20.96,17.6,7.54,10.47,16.35,18.18
Expenses,28.17,30.02,25.94,23.81,21.91,24.01,23.2,22.61,24.28,12.49,11.95,17.98,20.99
Operating Profit,5.1,2.98,2.91,1.9,2.76,-0.45,-2.28,-1.65,-6.68,-4.95,-1.48,-1.63,-2.81
OPM %,15.33,9.03,10.09,7.39,11.19,-1.91,-10.9,-7.87,-37.95,-65.65,-14.14,-9.97,-15.46
Other Income,0.87,2.94,2.49,3.92,0.65,4.61,4.45,1.69,1.96,7.18,5.31,3.62,4.39
Interest,0.68,0.11,0.02,0.04,0.05,0.04,0.04,0.06,0.11,0.11,0.18,0.18,0.19
Depreciation,1.73,1.56,1.75,2.45,2.46,2.21,2.04,2.15,2.52,2.12,1.99,1.93,2.18
Profit before tax,3.56,4.25,3.63,3.33,0.9,1.91,0.09,-2.17,-7.35,0.00,1.66,-0.12,-0.79
Tax %,38.48,25.41,28.1,30.33,25.56,7.33,-411.11,47.0,15.65,,-13.86,0.0,
Net Profit,2.19,3.16,2.61,2.31,0.67,1.78,0.46,-1.16,-6.2,-0.12,1.89,-0.11,-0.78
EPS in Rs,3.72,5.37,4.43,3.92,1.14,3.02,0.78,-1.96,-10.5,-0.20,3.2,-0.19,-1.33
