,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1310.0,1492.0,1659.0,1611.0,1599.0,1681.0,1779.0,1953.0,1702.0,1720.0,1792.0,2296.0,1788.0
Expenses,1162.0,1324.0,1404.0,1396.0,1400.0,1442.0,1551.0,1664.0,1550.0,1540.0,1629.0,1680.0,1578.0
Operating Profit,148.0,168.0,256.0,215.0,199.0,239.0,228.0,289.0,152.0,180.0,163.0,616.0,211.0
OPM %,11.0,11.0,15.0,13.0,12.0,14.0,13.0,15.0,9.0,10.0,9.0,27.0,12.0
Other Income,12.0,2.0,-62.0,1.0,10.0,1.0,115.0,10.0,107.0,65.0,11.0,5.0,35.0
Interest,26.0,27.0,27.0,28.0,30.0,31.0,120.0,128.0,140.0,139.0,145.0,152.0,152.0
Depreciation,62.0,62.0,64.0,69.0,70.0,72.0,80.0,75.0,77.0,79.0,74.0,72.0,76.0
Profit before tax,71.0,82.0,103.0,119.0,109.0,137.0,143.0,96.0,42.0,27.0,-45.0,398.0,19.0
Tax %,18.0,17.0,201.0,28.0,31.0,29.0,43.0,27.0,76.0,128.0,-191.0,9.0,181.0
Net Profit,59.0,68.0,-104.0,86.0,75.0,97.0,81.0,71.0,10.0,-7.0,-132.0,362.0,-15.0
EPS in Rs,5.92,6.45,-47.07,9.53,4.85,13.41,21.66,0.06,-0.19,-9.91,-41.69,51.84,-11.72
