,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,901.0,1514.0,2534.0,1605.0,2124.0,2059.0,3445.0,2676.0,1765.0,1774.0,3255.0,1617.0,1750.0
Expenses,771.0,1042.0,1725.0,1267.0,1668.0,1581.0,2539.0,2210.0,1343.0,1370.0,2487.0,1289.0,1338.0
Operating Profit,129.0,472.0,808.0,338.0,456.0,479.0,906.0,466.0,422.0,404.0,769.0,328.0,412.0
OPM %,14.0,31.0,32.0,21.0,21.0,23.0,26.0,17.0,24.0,23.0,24.0,20.0,24.0
Other Income,-373.0,83.0,78.0,145.0,14.0,97.0,37.0,0.0,-1182.0,129.0,16.0,54.0,6.0
Interest,301.0,266.0,315.0,245.0,156.0,157.0,122.0,119.0,125.0,118.0,117.0,124.0,123.0
Depreciation,18.0,18.0,17.0,19.0,18.0,19.0,19.0,20.0,22.0,22.0,30.0,24.0,29.0
Profit before tax,-562.0,271.0,554.0,220.0,295.0,399.0,802.0,327.0,-906.0,393.0,638.0,235.0,265.0
Tax %,36.0,15.0,44.0,27.0,24.0,28.0,33.0,17.0,-3.0,-3.0,-17.0,24.0,24.0
Net Profit,-363.0,232.0,312.0,161.0,223.0,286.0,538.0,271.0,-933.0,405.0,746.0,179.0,203.0
EPS in Rs,-4.59,2.87,3.92,1.8,2.46,2.97,5.56,2.81,-9.69,4.2,7.73,1.85,2.09
