,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,13.96,19.9,9.54,28.24,14.29,13.23,39.58,25.6,22.54,28.29,38.16,32.64,32.29
Expenses,14.44,19.88,9.41,28.04,13.88,12.57,35.65,24.03,26.51,18.61,27.26,31.57,29.45
Operating Profit,-0.48,0.02,0.13,0.2,0.41,0.66,3.93,1.57,-3.97,9.68,10.9,1.07,2.84
OPM %,-3.44,0.1,1.36,0.71,2.87,4.99,9.93,6.13,-17.61,34.22,28.56,3.28,8.80
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Interest,0.0,0.05,0.0,0.0,0.17,0.01,0.09,0.27,0.07,0.13,0.15,0.17,0.18
Depreciation,0.03,0.04,0.03,0.06,0.04,0.03,0.03,0.03,0.02,0.01,0.01,0.03,0.03
Profit before tax,-0.51,-0.07,0.1,0.14,0.2,0.62,3.81,1.27,-4.06,9.54,10.74,0.87,2.63
Tax %,0.0,0.0,0.0,14.29,0.0,17.74,20.21,9.45,0.0,4.93,12.94,42.53,
Net Profit,-0.51,-0.06,0.1,0.13,0.19,0.51,3.04,1.15,-4.06,9.08,9.34,0.5,2.37
EPS in Rs,-0.34,-0.04,0.07,0.09,0.13,0.34,2.01,0.76,-2.68,5.99,6.16,0.33,1.57
