,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,161.0,103.0,47.0,93.0,223.0,208.0,163.0,66.0,0,0,0,39.0,52
Expenses,126.0,108.0,64.0,94.0,201.0,191.0,166.0,96.0,22,6,71,65.0,89
Operating Profit,34.0,-5.0,-17.0,-2.0,22.0,17.0,-4.0,-29.0,-22,-6,-71,-26.0,-37
OPM %,21.0,-5.0,-37.0,-2.0,10.0,8.0,-2.0,-44.0,,,,-67.0,-71
Other Income,5.0,48.0,33.0,4.0,11.0,14.0,16.0,14.0,-41,2,275,-29.0,-18
Interest,14.0,13.0,13.0,12.0,14.0,24.0,34.0,42.0,88,11,0,0.0,6
Depreciation,8.0,8.0,7.0,6.0,6.0,7.0,9.0,8.0,7,5,4,4.0,9
Profit before tax,17.0,22.0,-4.0,-15.0,12.0,1.0,-31.0,-65.0,-158,-21,200,-60.0,-70
Tax %,46.0,22.0,0.0,0.0,10.0,136.0,0.0,-4.0,0,0,-2,0.0,
Net Profit,9.0,17.0,-4.0,-15.0,11.0,-0.0,-31.0,-67.0,-158,-21,203,-60.0,-70
EPS in Rs,5.7,10.92,-2.66,-9.46,6.67,-0.19,-18.65,-39.97,-93.65,-12.44,5054.85,-74.61,-406.02
