,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2187.0,2285.0,2277.0,2470.0,1894.0,1927.0,2558.0,3529.0,3244.0,2660.0,4446.0,5774.0,5571
Expenses,1980.0,2212.0,2252.0,2319.0,1729.0,1662.0,2175.0,2912.0,2778.0,2143.0,3793.0,5043.0,4775
Operating Profit,207.0,73.0,25.0,151.0,165.0,265.0,383.0,616.0,465.0,517.0,653.0,731.0,796
OPM %,9.0,3.0,1.0,6.0,9.0,14.0,15.0,17.0,14.0,19.0,15.0,13.0,14
Other Income,11.0,9.0,22.0,14.0,16.0,12.0,23.0,20.0,28.0,19.0,28.0,41.0,32
Interest,68.0,72.0,80.0,95.0,72.0,51.0,41.0,37.0,46.0,34.0,29.0,53.0,74
Depreciation,49.0,52.0,55.0,58.0,62.0,61.0,61.0,66.0,92.0,110.0,121.0,137.0,156
Profit before tax,101.0,-42.0,-88.0,12.0,47.0,165.0,304.0,533.0,355.0,392.0,532.0,582.0,598
Tax %,16.0,47.0,1.0,14.0,66.0,58.0,24.0,28.0,19.0,20.0,20.0,24.0,
Net Profit,85.0,-22.0,-87.0,10.0,16.0,69.0,230.0,383.0,288.0,314.0,426.0,442.0,432
EPS in Rs,2.49,-0.63,-2.51,0.31,0.46,2.01,6.64,11.13,8.31,9.1,11.29,11.7,11.42
