,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Revenue,439.0,554.0,625.0,733.0,876.0,1002.0,1112.0,1228.0,1252.0,1232.0,1152.0,1123.0,1098
Interest,311.0,373.0,419.0,509.0,601.0,668.0,713.0,866.0,946.0,823.0,702.0,703.0,719
Expenses,48.0,66.0,70.0,67.0,84.0,106.0,124.0,114.0,191.0,277.0,216.0,126.0,133
Financing Profit,80.0,115.0,135.0,157.0,192.0,228.0,275.0,248.0,116.0,131.0,234.0,294.0,246
Financing Margin %,18.0,21.0,22.0,21.0,22.0,23.0,25.0,20.0,9.0,11.0,20.0,26.0,22
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,6.0,15
Depreciation,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,6.0,4.0,9.0,10.0,13
Profit before tax,79.0,113.0,133.0,154.0,191.0,227.0,274.0,247.0,112.0,135.0,230.0,290.0,248
Tax %,25.0,25.0,27.0,33.0,35.0,35.0,25.0,30.0,59.0,22.0,25.0,26.0,
Net Profit,59.0,85.0,98.0,103.0,124.0,148.0,206.0,172.0,46.0,106.0,174.0,213.0,180
EPS in Rs,10.96,15.79,18.11,19.12,23.12,27.43,38.19,31.9,8.47,19.6,32.23,39.59,33.37
