,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,43.0,43.0,47.0,43.0,46.0,79.0,114.0,116.0,141.0,146.0,104.0,39.0,27
Expenses,41.0,48.0,42.0,40.0,43.0,71.0,100.0,97.0,135.0,133.0,100.0,67.0,54
Operating Profit,2.0,-5.0,5.0,3.0,4.0,7.0,14.0,19.0,7.0,13.0,4.0,-28.0,-27
OPM %,5.0,-11.0,10.0,8.0,8.0,9.0,12.0,17.0,5.0,9.0,4.0,-71.0,-102
Other Income,-0.0,-0.0,1.0,1.0,2.0,1.0,0.0,3.0,10.0,9.0,2.0,3.0,2
Interest,0.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,1
Depreciation,1.0,1.0,1.0,2.0,1.0,1.0,6.0,6.0,7.0,5.0,5.0,0.0,-1
Profit before tax,1.0,-7.0,4.0,1.0,1.0,4.0,7.0,13.0,7.0,16.0,0.0,-26.0,-26
Tax %,89.0,6.0,9.0,8.0,-38.0,36.0,33.0,35.0,36.0,17.0,-62.0,-1.0,
Net Profit,0.0,-7.0,3.0,1.0,2.0,3.0,4.0,8.0,4.0,13.0,1.0,-26.0,-27
EPS in Rs,0.05,-3.8,1.84,0.32,1.01,1.57,2.22,4.07,2.22,6.54,0.36,-13.16,-13.31
