,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,28.87,0.52,0.65,0.7,0.7,0.77,0.44,0.52,0.67,0.3,3.05,-1.07,4.48
Expenses,28.66,0.46,1.75,0.11,0.19,0.18,0.2,0.29,0.16,0.24,2.25,10.59,10.25
Operating Profit,0.21,0.06,-1.1,0.59,0.51,0.59,0.24,0.23,0.51,0.06,0.8,-11.66,-5.77
OPM %,0.73,11.54,-169.23,84.29,72.86,76.62,54.55,44.23,76.12,20.0,26.23,,-128.79
Other Income,3.53,0.04,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,4.78
Interest,0.06,0.0,0.01,0.01,0.0,0.0,0.0,0.1,0.38,0.4,1.89,0.92,0.87
Depreciation,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.03
Profit before tax,3.64,0.1,-1.24,0.58,0.51,0.59,0.24,0.13,0.13,-0.34,-1.09,-12.58,-1.89
Tax %,21.98,20.0,-12.9,32.76,33.33,33.9,37.5,169.23,23.08,-2.94,0.0,-11.05,
Net Profit,2.84,0.08,-1.4,0.39,0.34,0.39,0.16,-0.09,0.1,-0.34,-1.09,-13.97,-3.63
EPS in Rs,2.27,0.06,-1.12,0.31,0.27,0.31,0.13,-0.07,0.08,-0.14,-0.44,-2.79,-0.73
