,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,959.0,1351.0,1506.0,1731.0,1845.0,2086.0,2312.0,2566.0,2482.0,2699.0,3477.0,4050.0,4278
Expenses,865.0,1241.0,1383.0,1598.0,1667.0,1876.0,2124.0,2347.0,2228.0,2392.0,3142.0,3749.0,3962
Operating Profit,94.0,110.0,123.0,133.0,178.0,210.0,188.0,220.0,254.0,307.0,335.0,301.0,316
OPM %,10.0,8.0,8.0,8.0,10.0,10.0,8.0,9.0,10.0,11.0,10.0,7.0,7
Other Income,2.0,4.0,5.0,4.0,7.0,12.0,10.0,18.0,23.0,21.0,10.0,15.0,32
Interest,17.0,20.0,21.0,21.0,9.0,2.0,2.0,1.0,4.0,6.0,8.0,16.0,32
Depreciation,10.0,11.0,12.0,15.0,15.0,16.0,19.0,22.0,28.0,37.0,48.0,58.0,65
Profit before tax,69.0,82.0,94.0,101.0,161.0,204.0,177.0,215.0,245.0,285.0,290.0,241.0,251
Tax %,27.0,23.0,26.0,30.0,31.0,29.0,25.0,23.0,25.0,30.0,22.0,26.0,
Net Profit,51.0,63.0,70.0,71.0,112.0,145.0,133.0,166.0,185.0,199.0,227.0,179.0,187
EPS in Rs,1.22,1.51,1.68,1.68,2.65,3.41,3.13,3.88,4.32,4.63,5.26,4.15,4.33
