,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1,1,1,1,1,3,3,3,3,3,3,3,3
Reserves,19,20,21,21,41,41,42,43,44,48,53,57,64
Borrowings,5,7,2,5,9,10,14,13,7,4,4,10,1
Other Liabilities,5,6,5,6,10,8,12,13,13,13,19,22,35
Total Liabilities,30,35,30,34,61,62,70,71,67,67,78,92,103
Fixed Assets,13,12,12,11,21,18,30,30,26,24,23,22,22
CWIP,0,0,0,0,2,8,0,0,0,0,0,0,0
Investments,0,0,2,4,2,0,0,0,5,16,17,25,27
Other Assets,17,22,16,19,36,36,40,41,36,27,38,45,54
Total Assets,30,35,30,34,61,62,70,71,67,67,78,92,103
