,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,34.0,35.0,36.0,42.0,64.0,61.0,58.0,74.0,64.0,62.0,97.0,133.0,141
Expenses,31.0,31.0,34.0,39.0,60.0,56.0,53.0,66.0,58.0,56.0,90.0,124.0,128
Operating Profit,4.0,4.0,3.0,3.0,5.0,6.0,5.0,7.0,6.0,6.0,7.0,10.0,12
OPM %,11.0,10.0,7.0,7.0,7.0,9.0,8.0,10.0,10.0,9.0,7.0,7.0,9
Other Income,0.0,0.0,-0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3
Interest,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
Depreciation,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2
Profit before tax,2.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,2.0,4.0,7.0,9.0,14
Tax %,33.0,33.0,38.0,33.0,75.0,32.0,4.0,29.0,22.0,17.0,21.0,42.0,
Net Profit,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,5.0,5.0,10
EPS in Rs,5.07,5.11,3.18,3.96,0.11,2.31,1.65,4.55,2.55,6.34,10.04,9.51,19.27
