,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,181.59,219.66,252.56,223.0,223.31,129.42,121.73,110.61,110.36,49.18,55.13,49.52,43.05
Expenses,182.74,193.0,216.96,206.98,204.68,129.36,121.12,106.8,106.71,44.05,45.18,49.49,48.39
Operating Profit,-1.15,26.66,35.6,16.02,18.63,0.06,0.61,3.81,3.65,5.13,9.95,0.03,-5.34
OPM %,-0.63,12.14,14.1,7.18,8.34,0.05,0.5,3.44,3.31,10.43,18.05,0.06,-12.40
Other Income,4.25,4.94,3.0,4.13,2.2,2.04,1.5,2.02,1.22,0.56,9.7,4.19,3.32
Interest,9.07,9.43,7.81,7.54,6.17,2.43,2.8,2.45,2.38,0.52,0.43,0.43,0.49
Depreciation,9.31,10.13,12.04,10.18,12.28,5.81,5.89,4.77,4.6,1.62,1.8,1.78,1.77
Profit before tax,-15.28,12.04,18.75,2.43,2.38,-6.14,-6.58,-1.39,-2.11,3.55,17.42,2.01,-4.28
Tax %,20.22,4.82,33.17,20.16,21.43,5.54,23.86,76.26,36.49,6.48,-4.99,89.05,
Net Profit,-12.19,11.46,12.53,1.94,1.87,-5.81,-5.02,-0.32,-1.34,3.32,18.29,0.22,-3.88
EPS in Rs,-13.54,12.72,13.91,2.15,2.08,-6.45,-5.57,-0.36,-1.49,3.69,20.31,0.24,-4.31
