,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1452.0,1592.0,1860.0,2010.0,2049.0,2258.0,2311.0,2463.0,2224.0,1508.0,1769.0,2129.0,2237
Expenses,1111.0,1212.0,1358.0,1446.0,1512.0,1614.0,1746.0,1957.0,1740.0,1201.0,1463.0,1806.0,1802
Operating Profit,341.0,380.0,502.0,564.0,538.0,644.0,565.0,506.0,484.0,307.0,305.0,324.0,435
OPM %,23.0,24.0,27.0,28.0,26.0,29.0,24.0,21.0,22.0,20.0,17.0,15.0,19
Other Income,22.0,20.0,23.0,24.0,21.0,15.0,23.0,15.0,10.0,25.0,17.0,38.0,58
Interest,12.0,10.0,8.0,8.0,14.0,7.0,7.0,8.0,25.0,24.0,18.0,21.0,22
Depreciation,51.0,58.0,64.0,88.0,85.0,86.0,92.0,99.0,121.0,115.0,110.0,112.0,113
Profit before tax,301.0,331.0,452.0,492.0,460.0,565.0,488.0,414.0,348.0,193.0,195.0,228.0,358
Tax %,33.0,34.0,32.0,36.0,36.0,34.0,34.0,34.0,21.0,27.0,27.0,26.0,
Net Profit,202.0,218.0,307.0,316.0,292.0,375.0,324.0,274.0,275.0,141.0,143.0,169.0,268
EPS in Rs,11.03,11.9,16.71,17.23,15.9,20.38,17.6,15.66,15.72,8.08,8.05,9.5,15.07
