,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1510.0,1776.0,2155.0,2447.0,2396.0,2755.0,3103.0,3564.0,3578.0,3005.0,3650.0,4289.0,4595
Expenses,1267.0,1485.0,1847.0,2108.0,2048.0,2350.0,2630.0,3040.0,3079.0,2618.0,3144.0,3712.0,3960
Operating Profit,243.0,292.0,308.0,339.0,348.0,404.0,473.0,524.0,499.0,387.0,506.0,577.0,634
OPM %,16.0,16.0,14.0,14.0,15.0,15.0,15.0,15.0,14.0,13.0,14.0,13.0,14
Other Income,4.0,5.0,6.0,4.0,22.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,4
Interest,68.0,89.0,99.0,104.0,96.0,90.0,88.0,99.0,108.0,98.0,92.0,105.0,110
Depreciation,56.0,68.0,87.0,87.0,99.0,116.0,137.0,146.0,156.0,151.0,157.0,171.0,180
Profit before tax,123.0,141.0,128.0,150.0,174.0,201.0,250.0,282.0,237.0,142.0,259.0,305.0,348
Tax %,25.0,24.0,23.0,25.0,19.0,25.0,26.0,26.0,26.0,26.0,26.0,27.0,
Net Profit,92.0,107.0,99.0,113.0,142.0,151.0,185.0,209.0,175.0,106.0,192.0,224.0,256
EPS in Rs,4.27,4.92,4.54,5.22,6.57,6.5,7.98,8.96,7.48,4.57,8.31,9.69,11.11
