,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,5.84,5.46,5.76,4.83,5.71,5.63,5.85,5.19,3.13,4.87,6.9,5.71,5.77
Expenses,5.12,5.47,5.09,4.17,4.34,4.99,5.36,4.92,3.55,4.21,6.1,5.96,6.37
Operating Profit,0.72,-0.01,0.67,0.66,1.37,0.64,0.49,0.27,-0.42,0.66,0.8,-0.25,-0.60
OPM %,12.33,-0.18,11.63,13.66,23.99,11.37,8.38,5.2,-13.42,13.55,11.59,-4.38,-10.40
Other Income,0.21,-0.01,0.0,0.05,0.14,0.14,0.14,0.1,-0.09,0.52,0.34,0.38,0.33
Interest,0.33,0.41,0.41,0.31,0.25,0.12,0.03,0.04,0.02,0.01,0.01,0.09,0.08
Depreciation,0.37,0.36,0.42,1.76,0.98,0.75,0.46,0.43,0.47,0.4,0.4,0.57,0.56
Profit before tax,0.23,-0.79,-0.16,-1.36,0.28,-0.09,0.14,-0.1,-1.0,0.77,0.73,-0.53,-0.91
Tax %,43.48,-5.06,25.0,27.21,-42.86,122.22,-50.0,40.0,3.0,12.99,13.7,22.64,
Net Profit,0.13,-0.84,-0.12,-0.99,0.41,0.01,0.2,-0.06,-0.96,0.66,0.63,-0.41,-0.76
EPS in Rs,0.48,-3.08,-0.44,-3.62,1.5,0.04,0.73,-0.22,-3.51,2.42,2.31,-1.5,-2.78
