,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,171.0,219.0,239.0,222.0,293.0,329.0,391.0,420.0,444.0,502.0,529.0,541.0,586
Expenses,109.0,130.0,189.0,131.0,155.0,177.0,226.0,236.0,241.0,269.0,327.0,382.0,405
Operating Profit,62.0,90.0,50.0,91.0,138.0,152.0,165.0,184.0,203.0,233.0,203.0,158.0,181
OPM %,36.0,41.0,21.0,41.0,47.0,46.0,42.0,44.0,46.0,46.0,38.0,29.0,31
Other Income,3.0,4.0,1.0,1.0,-3.0,3.0,1.0,5.0,6.0,9.0,6.0,21.0,28
Interest,12.0,10.0,13.0,9.0,8.0,4.0,9.0,5.0,4.0,3.0,3.0,3.0,3
Depreciation,6.0,8.0,10.0,9.0,9.0,13.0,18.0,21.0,26.0,29.0,35.0,35.0,35
Profit before tax,48.0,76.0,28.0,74.0,118.0,137.0,139.0,162.0,179.0,210.0,171.0,140.0,172
Tax %,29.0,34.0,23.0,31.0,35.0,32.0,33.0,28.0,26.0,28.0,28.0,26.0,
Net Profit,34.0,50.0,21.0,51.0,77.0,93.0,94.0,116.0,133.0,151.0,124.0,104.0,125
EPS in Rs,3.22,4.52,1.85,4.6,6.97,8.2,8.07,9.95,11.58,13.06,10.7,9.45,11.16
