,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,22.14,24.99,24.82,23.68,25.29,25.52,28.31,31.54,26.7,22.66,30.06,27.46,23.60
Expenses,22.71,23.94,23.71,23.13,24.41,24.17,26.73,29.91,25.39,21.6,28.24,26.43,22.88
Operating Profit,-0.57,1.05,1.11,0.55,0.88,1.35,1.58,1.63,1.31,1.06,1.82,1.03,0.72
OPM %,-2.57,4.2,4.47,2.32,3.48,5.29,5.58,5.17,4.91,4.68,6.05,3.75,3.05
Other Income,-1.04,0.09,0.09,0.34,0.2,0.01,0.02,0.04,0.09,0.09,0.08,0.09,0.14
Interest,0.25,0.41,0.44,0.39,0.36,0.53,0.65,0.7,0.69,0.5,0.48,0.55,0.54
Depreciation,0.88,0.59,0.5,0.52,0.58,0.67,0.81,0.8,0.8,0.6,0.5,0.5,0.53
Profit before tax,-2.74,0.14,0.26,-0.02,0.14,0.16,0.14,0.17,-0.09,0.05,0.92,0.07,-0.21
Tax %,-1.82,35.71,19.23,500.0,42.86,81.25,35.71,0.0,0.0,20.0,4.35,0.0,
Net Profit,-2.79,0.08,0.22,0.08,0.09,0.04,0.09,0.16,-0.09,0.05,0.88,0.07,-0.18
EPS in Rs,-5.8,0.17,0.46,0.17,0.19,0.08,0.19,0.33,-0.19,0.1,1.83,0.15,-0.38
