,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,7.89,12.11,9.94,9.94,15.9,16.54,17.13,22.32,20.17,14.96,15.04,14.98,14.90
Expenses,6.05,9.34,7.67,7.57,12.12,12.97,12.87,18.03,17.65,12.65,12.42,12.41,12.48
Operating Profit,1.84,2.77,2.27,2.37,3.78,3.57,4.26,4.29,2.52,2.31,2.62,2.57,2.42
OPM %,23.32,22.87,22.84,23.84,23.77,21.58,24.87,19.22,12.49,15.44,17.42,17.16,16.24
Other Income,0.01,0.01,0.01,0.08,0.2,0.45,0.31,0.42,0.26,0.65,0.47,0.58,0.58
Interest,0.03,0.03,0.04,0.18,0.34,0.17,0.19,0.18,0.09,0.16,0.12,0.13,0.17
Depreciation,0.17,0.19,0.23,0.5,0.33,0.3,0.48,0.62,0.53,0.46,0.69,0.64,0.63
Profit before tax,1.65,2.56,2.01,1.77,3.31,3.55,3.9,3.91,2.16,2.34,2.28,2.38,2.20
Tax %,32.12,32.81,32.84,32.77,34.44,35.49,26.15,-26.85,23.15,30.77,27.19,26.89,
Net Profit,1.11,1.71,1.35,1.19,2.16,2.29,2.88,4.96,1.65,1.61,1.65,1.74,1.60
EPS in Rs,11100.0,17100.0,13500.0,11900.0,21600.0,2.09,2.63,4.52,1.5,1.47,1.5,1.59,1.46
