,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,738.0,970.0,1085.0,1177.0,1313.0,1457.0,1261.0,1245.0,885.0,847.0,1042.0,915.0,748
Expenses,626.0,848.0,973.0,1062.0,1170.0,1280.0,1106.0,1116.0,953.0,853.0,1026.0,954.0,835
Operating Profit,112.0,122.0,111.0,115.0,143.0,177.0,155.0,130.0,-68.0,-6.0,16.0,-39.0,-87
OPM %,15.0,13.0,10.0,10.0,11.0,12.0,12.0,10.0,-8.0,-1.0,2.0,-4.0,-12
Other Income,4.0,4.0,-1.0,12.0,19.0,8.0,31.0,20.0,15.0,69.0,14.0,13.0,8
Interest,49.0,66.0,58.0,69.0,93.0,110.0,112.0,109.0,74.0,73.0,67.0,70.0,74
Depreciation,18.0,24.0,27.0,46.0,66.0,70.0,76.0,70.0,75.0,73.0,69.0,68.0,64
Profit before tax,49.0,35.0,26.0,11.0,3.0,5.0,-1.0,-30.0,-201.0,-82.0,-106.0,-165.0,-217
Tax %,23.0,27.0,29.0,-64.0,-87.0,16.0,-208.0,19.0,16.0,27.0,18.0,23.0,
Net Profit,38.0,25.0,18.0,19.0,5.0,4.0,-4.0,-24.0,-169.0,-60.0,-87.0,-126.0,-144
EPS in Rs,17.39,11.27,7.35,7.56,1.94,1.81,-1.44,-9.42,-67.73,-23.81,-34.9,-44.52,-52.93
