,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,4.0,15.0,35.0,49.0,51.0,53.0,35.0,34.0,22.0,52.0,34.0,109.0,152
Expenses,5.0,12.0,16.0,19.0,14.0,16.0,29.0,49.0,29.0,44.0,41.0,85.0,102
Operating Profit,-1.0,2.0,19.0,29.0,37.0,36.0,5.0,-14.0,-7.0,9.0,-7.0,24.0,50
OPM %,-26.0,17.0,54.0,60.0,73.0,69.0,16.0,-42.0,-34.0,17.0,-21.0,22.0,33
Other Income,1.0,1.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,3
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
Depreciation,0.0,0.0,0.0,1.0,1.0,2.0,4.0,4.0,4.0,5.0,5.0,7.0,8
Profit before tax,-1.0,3.0,20.0,30.0,41.0,39.0,3.0,-17.0,-10.0,6.0,-11.0,18.0,45
Tax %,-1.0,8.0,19.0,22.0,24.0,12.0,95.0,1.0,2.0,-22.0,16.0,32.0,
Net Profit,-1.0,3.0,16.0,22.0,31.0,35.0,0.0,-17.0,-10.0,7.0,-9.0,12.0,31
EPS in Rs,-0.87,1.82,11.22,15.84,21.67,24.19,0.19,-11.83,-7.07,4.55,-6.62,8.14,20.46
