,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,266.0,260.0,240.0,266.0,314.0,366.0,499.0,581.0,600.0,513.0,802.0,1040.0,1168
Expenses,224.0,220.0,204.0,230.0,268.0,318.0,434.0,519.0,544.0,477.0,776.0,996.0,1104
Operating Profit,42.0,40.0,36.0,36.0,46.0,48.0,65.0,62.0,56.0,36.0,25.0,44.0,63
OPM %,16.0,15.0,15.0,13.0,15.0,13.0,13.0,11.0,9.0,7.0,3.0,4.0,5
Other Income,4.0,3.0,6.0,10.0,5.0,4.0,6.0,9.0,8.0,11.0,14.0,24.0,33
Interest,10.0,17.0,17.0,17.0,20.0,17.0,19.0,24.0,23.0,19.0,20.0,17.0,12
Depreciation,8.0,10.0,8.0,7.0,5.0,5.0,7.0,6.0,7.0,6.0,8.0,9.0,9
Profit before tax,28.0,16.0,18.0,21.0,26.0,30.0,45.0,40.0,34.0,22.0,11.0,42.0,75
Tax %,20.0,29.0,23.0,22.0,27.0,25.0,74.0,42.0,46.0,30.0,52.0,31.0,
Net Profit,23.0,11.0,14.0,17.0,19.0,23.0,12.0,23.0,18.0,16.0,5.0,29.0,51
EPS in Rs,6.24,3.14,3.86,4.58,5.3,6.3,3.21,6.47,5.02,4.1,1.46,7.8,13.66
