,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,992.0,1095.0,1313.0,1298.0,1216.0,1494.0,1704.0,1689.0,1795.0,1943.0,2123.0,2351.0,2212
Expenses,948.0,1026.0,1221.0,1235.0,1132.0,1300.0,1603.0,1572.0,1648.0,1792.0,1981.0,2208.0,2023
Operating Profit,44.0,69.0,93.0,64.0,84.0,194.0,101.0,117.0,147.0,151.0,142.0,142.0,189
OPM %,4.0,6.0,7.0,5.0,7.0,13.0,6.0,7.0,8.0,8.0,7.0,6.0,9
Other Income,-7.0,15.0,16.0,8.0,9.0,16.0,16.0,20.0,22.0,17.0,24.0,18.0,23
Interest,42.0,42.0,40.0,41.0,35.0,38.0,28.0,24.0,45.0,40.0,40.0,34.0,36
Depreciation,22.0,21.0,22.0,18.0,19.0,19.0,19.0,21.0,28.0,29.0,33.0,36.0,37
Profit before tax,-27.0,20.0,46.0,13.0,40.0,153.0,70.0,92.0,97.0,99.0,93.0,91.0,139
Tax %,36.0,43.0,36.0,60.0,15.0,20.0,16.0,19.0,1.0,34.0,29.0,34.0,
Net Profit,-18.0,6.0,32.0,7.0,34.0,122.0,59.0,75.0,96.0,65.0,66.0,60.0,91
EPS in Rs,-2.07,0.68,3.66,0.77,3.92,13.98,6.74,8.61,11.02,7.44,7.61,6.92,10.40
