,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,10.5,11.67,12.75,10.59,9.74,9.75,13.68,16.24,21.14,11.73,437.32,21.1,23.53
Expenses,24.28,24.5,24.36,21.21,22.74,29.69,28.77,29.5,32.27,23.33,233.93,33.52,36.87
Operating Profit,-13.78,-12.83,-11.61,-10.62,-13.0,-19.94,-15.09,-13.26,-11.13,-11.6,203.39,-12.42,-13.34
OPM %,-131.24,-109.94,-91.06,-100.28,-133.47,-204.51,-110.31,-81.65,-52.65,-98.89,46.51,-58.86,-56.69
Other Income,10.22,8.61,2.13,6.43,1.01,2.24,38.81,9.55,-13.06,31.58,24.55,45.2,33.58
Interest,0.22,1.95,0.61,0.79,0.94,4.19,8.21,18.43,14.93,13.57,4.39,6.49,5.89
Depreciation,6.64,15.36,14.61,1.6,1.24,0.9,0.88,1.28,3.0,3.3,2.38,2.63,2.73
Profit before tax,-10.42,-21.53,-24.7,-6.58,-14.17,-22.79,14.63,-23.42,-42.12,3.11,221.17,23.66,11.62
Tax %,2.59,4.51,0.0,-0.61,-0.14,0.61,23.1,0.0,4.75,0.0,16.51,8.45,
Net Profit,-10.15,-20.56,-24.71,-6.62,-14.18,-22.65,11.24,-23.42,-40.12,3.11,184.66,21.66,9.61
EPS in Rs,-1.58,-3.2,-3.84,-1.03,-2.2,-3.52,1.75,-3.64,-6.24,0.48,28.71,3.37,1.50
