,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,512.0,565.0,612.0,650.0,786.0,912.0,904.0,976.0,883.0,827.0,877.0,1018.0,1134
Expenses,474.0,512.0,549.0,593.0,719.0,849.0,834.0,905.0,816.0,764.0,816.0,948.0,1056
Operating Profit,38.0,52.0,64.0,57.0,67.0,63.0,70.0,71.0,67.0,63.0,62.0,69.0,78
OPM %,7.0,9.0,10.0,9.0,9.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,7
Other Income,3.0,9.0,8.0,8.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,3.0,3
Interest,29.0,38.0,45.0,43.0,40.0,38.0,41.0,44.0,44.0,46.0,43.0,44.0,48
Depreciation,5.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,9.0,9.0,9
Profit before tax,8.0,18.0,21.0,16.0,23.0,23.0,26.0,22.0,17.0,12.0,12.0,19.0,23
Tax %,51.0,32.0,26.0,26.0,25.0,21.0,28.0,38.0,31.0,-19.0,30.0,32.0,
Net Profit,4.0,12.0,16.0,12.0,17.0,18.0,18.0,14.0,12.0,14.0,8.0,13.0,16
EPS in Rs,1.36,4.11,5.4,4.03,5.96,6.26,6.28,4.66,4.01,4.74,2.8,4.43,5.55
