,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,4.63,6.72,8.03,32.96,45.27,27.12,23.82,20.33,17.89,12.44,21.93,21.1,23.68
Expenses,3.48,5.91,6.95,31.55,44.0,25.71,22.38,18.9,16.23,11.31,22.45,19.75,22.28
Operating Profit,1.15,0.81,1.08,1.41,1.27,1.41,1.44,1.43,1.66,1.13,-0.52,1.35,1.40
OPM %,24.84,12.05,13.45,4.28,2.81,5.2,6.05,7.03,9.28,9.08,-2.37,6.4,5.91
Other Income,0.07,0.11,0.06,-0.1,0.31,0.0,0.0,0.07,0.12,0.16,3.9,0.15,0.88
Interest,0.04,0.08,0.12,0.26,0.13,0.14,0.27,0.43,0.58,0.32,0.23,0.26,0.10
Depreciation,0.11,0.16,0.21,0.29,0.27,0.28,0.29,0.32,0.36,0.34,0.17,0.15,0.16
Profit before tax,1.07,0.68,0.81,0.76,1.18,0.99,0.88,0.75,0.84,0.63,2.98,1.09,2.02
Tax %,31.78,-19.12,32.1,-119.74,35.59,34.34,23.86,30.67,27.38,25.4,15.1,25.69,
Net Profit,0.72,0.82,0.55,1.67,0.76,0.64,0.66,0.52,0.62,0.47,2.53,0.81,1.67
EPS in Rs,0.09,0.11,0.07,0.22,0.1,0.08,0.09,0.07,0.08,0.06,0.33,0.1,0.21
