,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.65,1.24,1.33,2.21,1.1,0.95,1.28,1.99,4.12,10.98,22.6,50.42,83.72
Expenses,1.6,1.07,1.12,2.22,0.73,0.97,1.45,1.66,6.18,10.41,18.22,36.81,50.01
Operating Profit,0.05,0.17,0.21,-0.01,0.37,-0.02,-0.17,0.33,-2.06,0.57,4.38,13.61,33.71
OPM %,3.03,13.71,15.79,-0.45,33.64,-2.11,-13.28,16.58,-50.0,5.19,19.38,26.99,40.27
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.71,0.02,0.11
Interest,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.81,3.65,10.68,21.84,31.46
Depreciation,0.0,0.0,0.0,0.05,0.07,0.07,0.07,0.12,0.54,0.81,0.94,1.73,2.35
Profit before tax,0.05,0.17,0.21,-0.06,0.29,-0.09,-0.24,0.19,-3.41,-3.88,-6.53,-9.94,0.01
Tax %,40.0,47.06,23.81,-16.67,31.03,0.0,0.0,-26.32,-4.11,23.45,42.88,31.59,
Net Profit,0.02,0.09,0.16,-0.08,0.21,-0.1,-0.24,0.23,-3.55,-2.97,-3.72,-6.8,0.73
EPS in Rs,0.1,0.45,0.12,-0.04,0.11,-0.05,-0.13,0.12,-1.77,-1.48,-1.72,-2.73,0.22
