,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,67.0,80.0,91.0,113.0,135.0,148.0,174.0,175.0,195.0,204.0,256.0,304.0,337
Expenses,57.0,65.0,71.0,90.0,99.0,104.0,118.0,135.0,149.0,154.0,197.0,228.0,255
Operating Profit,9.0,15.0,20.0,23.0,36.0,44.0,56.0,40.0,46.0,50.0,59.0,76.0,82
OPM %,14.0,19.0,22.0,20.0,27.0,30.0,32.0,23.0,24.0,24.0,23.0,25.0,24
Other Income,4.0,1.0,1.0,7.0,3.0,3.0,-4.0,5.0,-3.0,-1.0,5.0,4.0,5
Interest,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
Depreciation,1.0,1.0,1.0,2.0,3.0,20.0,13.0,8.0,9.0,12.0,15.0,15.0,15
Profit before tax,11.0,15.0,19.0,27.0,34.0,26.0,38.0,37.0,33.0,35.0,49.0,64.0,70
Tax %,25.0,18.0,28.0,29.0,23.0,24.0,18.0,20.0,20.0,17.0,18.0,17.0,
Net Profit,8.0,12.0,14.0,19.0,26.0,19.0,31.0,30.0,26.0,29.0,40.0,53.0,58
EPS in Rs,6.13,8.93,10.13,12.75,16.69,12.42,19.17,18.22,16.13,17.79,24.55,32.36,35.71
